date,evenement,startDate,endDate
5 septembre 1187,"Naissance de Louis, fils de Philippe Auguste. Grandes réjouissances à Paris.",1187.0,1187.0
Mars 1188,Une grande assemblée doit décider de la création d'une dîme pour la croisade.,1188.0,1188.0
Printemps 1190,Le roi désigne six bourgeois pour assister au Conseil de régence en son absence.,1190.0,1190.0
Printemps 1190,Le roi ordonne aux bourgeois d'entourer Paris d'un mur sur la rive droite.,1190.0,1190.0
15 mars 1190,"Enterrement à Notre-Dame de la reine Isabelle, épouse du roi Philippe.",1190.0,1190.0
Août 1191,Procession entre Saint-Denis et Saint-Lazare pour la guérison du fils du roi.,1191.0,1191.0
Décembre 1191,"Le roi Philippe rentre à Paris, mettant fin à la régence.",1191.0,1191.0
1192,L'abbé Étienne quitte Sainte-Geneviève pour l'évêché de Tournai.,1192.0,1192.0
1192,Le roi accorde aux bourgeois de Paris de décharger seuls leur vin du bateau à terre.,1192.0,1192.0
1192,"Maurice de Sully érige Auteuil en paroisse, sous la juridiction de St-Germain-l'Auxer.",1192.0,1192.0
Août 1193,"Le roi amène au Palais Ingeborg de Danemark, sa nouvelle épouse.",1193.0,1193.0
Janvier 1194,Signature d'un traité d'alliance entre le roi et Jean sans Terre.,1194.0,1194.0
Automne 1194,"Après la défaite de Bréteval, le roi décide de conserver ses archives à Paris au palais.",1194.0,1194.0
Été 1195,Les pluies continuelles entraînent une forte hausse des prix.,1195.0,1195.0
Mars 1196,Les ponts sont rompus par la crue de la Seine.,1196.0,1196.0
11 septembre 1196,"Mort de Maurice de Sully, évêque de Paris.",1196.0,1196.0
Juin 1197,"Pierre le Chantre ayant refusé cette charge, Eudes de Sully est sacré évêque de Paris.",1197.0,1197.0
1198,Fondation de l'abbaye royale de Saint-Antoine-des-Champs.,1198.0,1198.0
Juillet 1198,Philippe Auguste autorise les Juifs à revenir s'installer à Paris.,1198.0,1198.0
28 juillet 1198,"Le roi Philippe rentre à Paris avec Arthur, neveu du roi d'Angleterre.",1198.0,1198.0
1200,Début de la construction de l'enceinte de Philippe Auguste sur la rive gauche.,1200.0,1200.0
Janvier 1200,On apprend que le pape a excommunié le roi pour avoir répudié son épouse Ingeborg.,1200.0,1200.0
Fin janvier 1200,"L'évêque de Paris approuve le pape, contre Philippe Auguste : il est chassé de Paris.",1200.0,1200.0
Février 1200,Les hommes du prévôt de Paris tuent cinq étudiants liégeois dont l'un était noble.,1200.0,1200.0
Juillet 1200,Le roi révoque le prévôt et place maîtres et étudiants sous la justice ecclésiastique.,1200.0,1200.0
Septembre 1200,"Après la soumission du roi relative à son divorce, l'évêque Eudes peut rentrer à Paris.",1200.0,1200.0
1201,L'évêque Eudes de Sully met en place l'officialité de Paris.,1201.0,1201.0
Début juin 1201,"Paris accueille respectueusement Jean, roi d'Angleterre.",1201.0,1201.0
1202,L'évêque de Paris autorise le lotissement du Clos Bruneau.,1202.0,1202.0
1203,"Mort d'Absalon de Saint-Victor [de Springkirschbach], érudit et humaniste.",1203.0,1203.0
1203,Achèvement de la construction du Louvre.,1203.0,1203.0
1204,Fondation de la chapelle Saint-Honoré par l'évêque de Paris.,1204.0,1204.0
1204,Le roi approuve l'accord commercial entre marchands de Paris et Bourguignons.,1204.0,1204.0
1205,L'Université de Paris se dote de statuts.,1205.0,1205.0
Juin 1205,Le roi remet à l'abbé de Saint-Denis un morceau de la Vraie Croix et d'autres reliques.,1205.0,1205.0
4 juin 1206,"La reine Adèle, mère du roi Philippe, meurt à Paris.",1206.0,1206.0
1206,L'abbaye de Saint-Antoine est incorporée à l'ordre de Cîteaux.,1206.0,1206.0
Décembre 1206,Le comte de Beaumont donne à l'évêque la chapelle Sainte-Catherine [St-Symphorien].,1206.0,1206.0
Décembre 1206,Trois arches du Petit-Pont sont brisées par une crue exceptionnelle.,1206.0,1206.0
1207,Le pape Innocent III limite à huit le nombre de chaires de théologie.,1207.0,1207.0
13 juillet 1208,"Mort de l'évêque de Paris, Eudes de Sully.",1208.0,1208.0
Septembre 1208,Pierre de Nemours est élu évêque de Paris.,1208.0,1208.0
Octobre 1208,Un chapitre est institué en l'église Saint-Honoré.,1208.0,1208.0
1209,La veuve d'Étienne Bérot fonde un collège pour treize étudiants rue Saint-Honoré.,1209.0,1209.0
Fin 1209,"Des hérétiques sont amenés à Paris, jugés, condamnés et brûlés aux Champeaux.",1209.0,1209.0
1210,Pierre de Nemours réunit un synode qui condamnera David de Dinant et ses disciples.,1210.0,1210.0
Janvier 1210,Le roi approuve l'accord commercial entre les bourgeois de Paris et ceux de Rouen.,1210.0,1210.0
1210,Introduction des religieux d'Hermières en l'hôpital de la Trinité.,1210.0,1210.0
1210,Le pape Innocent III autorise les maîtres de l'Université à se former en corporation.,1210.0,1210.0
Janvier 1211,Les paroisses de la juridiction spirituelle de Saint-Germain-des-Prés sont redéfinies.,1211.0,1211.0
Fin 1211,L'évêque de Paris part combattre les Albigeois en Languedoc.,1211.0,1211.0
1212,Le chancelier de Notre-Dame conserve son privilège d'accorder la licence d'enseigner.,1212.0,1212.0
1212,Concile tenu à Paris pour réglementer la vie des ecclésiastiques.,1212.0,1212.0
1213,Achèvement de l'enceinte de Philippe Auguste.,1213.0,1213.0
Janvier 1213,"L'église Saint-Jean-en-Grève est érigée en paroisse, Saint-Gervais étant trop petite.",1213.0,1213.0
Janvier 1214,Nouvelles taxes sur les bateaux de marchandises pour financer la construction du port.,1214.0,1214.0
6 février 1214,"Geoffroy de Tressy, évêque de Meaux meurt à l'abbaye Saint-Victor où il s'était retiré",1214.0,1214.0
Septembre 1214,"Après la victoire de Bouvines, c'est la liesse dans Paris.",1214.0,1214.0
Septembre 1214,"Le comte Ferrand, prisonnier à Bouvines, est enfermé dans la tour du Louvre.",1214.0,1214.0
Août 1215,Robert de Courson donne de nouveaux statuts à l'Université de Paris.,1215.0,1215.0
1216,Fondation de la chapelle de la maladrerie du Roule.,1216.0,1216.0
1216,Le roi recouvre la propriété du monceau Saint-Gervais qui était passé à l'évêque.,1216.0,1216.0
4 décembre 1217,Découverte de reliques attribuées à saint Denis dans l'église Saint-Étienne-des-Grès.,1217.0,1217.0
1218,Des Dominicains s'installent rue Saint-Jacques dans une hôtellerie pour pèlerins.,1218.0,1218.0
Juin 1218,L'évêque concède une portion de terrain pour agrandir le cimetière des Innocents.,1218.0,1218.0
14 août 1218,Un brigand anglais provoque un début d'incendie à Notre-Dame.,1218.0,1218.0
Hiver 1218-1219,Importantes chutes de neige et froid intense.,1218.0,1219.0
Mai 1219,Grande inondation à Paris. Le Petit Pont est recouvert par les eaux.,1219.0,1219.0
Novembre 1219,Le pape confirme l'interdiction d'enseigner le droit romain à Paris.,1219.0,1219.0
Décembre 1219,L'évêque et le chancelier sont en conflit avec l'Université.,1219.0,1219.0
1220,Les trois portails occidentaux de Notre-Dame sont achevés.,1220.0,1220.0
1220,"Le roi donne aux marchands de l'eau, moyennant une rente, les crieries de Paris.",1220.0,1220.0
20 février 1220,Guillaume de Seignelay succède comme évêque à Pierre de Nemours mort à Damiette,1220.0,1220.0
1221,L'Université obtient le droit d'élire des officiers pour la représenter.,1221.0,1221.0
1221,"Mort d'Étienne de Reims, doyen du chapitre de Notre-Dame.",1221.0,1221.0
Mars 1221,Désaccord entre le roi et l'évêque sur leurs possessions parisiennes respectives.,1221.0,1221.0
Juin 1221,Terribles orages : plusieurs maisons parisiennes sont touchées par la foudre.,1221.0,1221.0
1222,L'église Sainte-Geneviève-du-Mont est érigée en paroisse.,1222.0,1222.0
1222,Le pape tente de concilier l'Université et le chancelier de Notre-Dame.,1222.0,1222.0
Novembre 1222,Accord entre le roi et l'évêque sur leurs pouvoirs et propriétés respectifs.,1222.0,1222.0
1223,Concile à Paris pour remédier aux affaires de Jérusalem et à l'hérésie des Albigeois.,1223.0,1223.0
1223,La chapelle Sainte-Agnès devient l'église paroissiale Saint-Eustache.,1223.0,1223.0
14 juillet 1223,Mort du roi Philippe Auguste. Son fils Louis [VIII] lui succède.,1223.0,1223.0
23 novembre 1223,"Mort de Guillaume de Seignelay, évêque de Paris.",1223.0,1223.0
Décembre 1223,Barthélemy lui succède comme évêque de Paris.,1223.0,1223.0
1225,Colère des maîtres et des étudiants après les propos provocateurs d'un légat du pape.,1225.0,1225.0
Début février 1226,Le roi et de nombreux grands du royaume iront combattre les hérétiques albigeois.,1226.0,1226.0
1226,"Après douze ans de prison, le comte Ferrand est libéré contre paiement.",1226.0,1226.0
1226,"Guillaume d'Auvergne fonde la maison des Filles-Dieu, rue Saint-Martin-des-Champs",1226.0,1226.0
Novembre 1226,"On apprend la mort du roi Louis VIII. Son fils Louis, âgé de douze ans, lui succède.",1226.0,1226.0
1227,Le pape autorise les maîtres en théologie à enseigner en dehors de la Cité.,1227.0,1227.0
19 octobre 1227,"Mort de Barthélemy, évêque de Paris.",1227.0,1227.0
10 avril 1228,Guillaume d'Auvergne est sacré évêque de Paris par le pape Grégoire IX.,1228.0,1228.0
1229,Pose de la première pierre de l'église Sainte-Catherine.,1229.0,1229.0
26-27 février 1229,"Affrontement meurtrier entre écoliers, sergents et habitants du bourg Saint-Marcel.",1229.0,1229.0
28 février 1229,Répression sanglante après les débordements estudiantins à Saint-Marcel.,1229.0,1229.0
Avril 1229,Accord sur les droits de justice entre l'évêque et le chapitre de St-Germain-l'Auxerrois,1229.0,1229.0
15 avril 1229,L'Université se met en grève pour protester contre l'intervention indue du prévôt.,1229.0,1229.0
Fin avril 1229,Les ordres mendiants ouvrent leurs portes aux étudiants.,1229.0,1229.0
Août 1229,Le roi confirme les privilèges de l'Université mais les maîtres poursuivent leur grève.,1229.0,1229.0
24 novembre 1229,Le pape reproche au roi et à l'évêque leur attitude à l'égard de l'Université.,1229.0,1229.0
1230,Réfection de la nef de Notre-Dame pour la rendre plus lumineuse.,1230.0,1230.0
1230,Fondation de la maison des frères mineurs (Cordeliers) sur la paroisse Saint-Côme.,1230.0,1230.0
1231,Début des défrichements de la Couture l'Évêque sur la rive droite.,1231.0,1231.0
13 avril 1231,Une bulle papale favorable à l'Université de Paris permet un retour à la normale.,1231.0,1231.0
Début janvier 1233,La Seine sort de son lit.,1233.0,1233.0
1233,Joueurs et buveurs n'ont désormais plus accès au cloître Notre-Dame.,1233.0,1233.0
Juin 1233,L'église de l'abbaye Saint-Antoine est consacrée en présence de Louis IX.,1233.0,1233.0
1235,"Fondation de la chapelle Saint-Leu et Saint-Gilles, rue Saint-Denis.",1235.0,1235.0
1236,Grande inondation à Paris.,1236.0,1236.0
Août 1237,Affranchissement des serfs du chapitre de Saint-Marcel.,1237.0,1237.0
19 août 1239,"Portée par le roi et ses frères, la Sainte Couronne d'épines fait son entrée à Paris.",1239.0,1239.0
1240,Albert le Grand vient étudier à Paris.,1240.0,1240.0
29 septembre 1240,Un morceau de la Croix du Christ rejoint les Saintes-Reliques au palais.,1240.0,1240.0
14 septembre 1241,Arrivée d'autres reliques en provenance de Constantinople.,1241.0,1241.0
1242,Le Talmud est interdit. On brûle 24 charretées de livres hébreux en place de Grève.,1242.0,1242.0
1243,Début des travaux de construction de la Sainte-Chapelle.,1243.0,1243.0
1243,La chapelle Saint-Nicolas du Chardonnet est érigée en paroisse.,1243.0,1243.0
Janvier 1245,Première fondation de la Sainte-Chapelle.,1245.0,1245.0
Décembre 1244,Prières et processions pour le roi atteint de dysenterie.,1244.0,1244.0
1245,Pierre de Montreuil va bâtir la chapelle de la Vierge à Saint-Germain-des-Prés.,1245.0,1245.0
Janvier 1246,Le roi fonde à la Sainte-Chapelle un collège de cinq prêtres ou chapelains.,1246.0,1246.0
1246,L'Université de Paris reçoit son propre sceau.,1246.0,1246.0
1er novembre 1246,Implantation du collège des Bernardins dans le clos du Chardonnet.,1246.0,1246.0
26 avril 1248,Consécration de la Sainte-Chapelle en présence du roi et de nombreux prélats.,1248.0,1248.0
12 juin 1248,Le roi part en Terre sainte. Première étape : l'abbaye Saint-Antoine-des-Champs.,1248.0,1248.0
30 mars 1249,"Mort de Guillaume d'Auvergne, évêque, conseiller du roi et confesseur de la reine.",1249.0,1249.0
23 septembre 1249,"Mort de Gautier de Château-Thierry, évêque de Paris depuis six mois.",1249.0,1249.0
1250,Les moines augustins s'installent à Paris.,1250.0,1250.0
Mai 1250,Affranchissement des serfs de l'abbaye de Saint-Germain-des-Prés.,1250.0,1250.0
12 juillet 1250,Renaud de Corbeil est choisi par le pape pour être évêque de Paris.,1250.0,1250.0
1251,Les bourgeois de Paris doivent prêter serment à la régente Blanche de Castille.,1251.0,1251.0
1252,L'opposition de Guillaume de Saint-Amour aux ordres mendiants crée des polémiques,1252.0,1252.0
Juin 1252,"Fondation du collège des Prémontrés, à l'angle des rues Hautefeuille et des Cordeliers.",1252.0,1252.0
4 mars 1253,Un étudiant est tué dans une rixe avec les hommes du prévôt.,1253.0,1253.0
Fin mars 1253,L'Université se met en grève. Les ordres mendiants ne suivent pas.,1253.0,1253.0
Vers 1254,"Le roi Louis IX fonde un hospice pour trois cents aveugles, rue Saint-Honoré.",1254.0,1254.0
Juin 1254,Alphonse de Poitiers installe son hôtel près du Louvre.,1254.0,1254.0
7 septembre 1254,Entrée du roi Louis IX de retour de Terre sainte.,1254.0,1254.0
Avril 1255,Le pape ordonne la réintégration des ordres mendiants parisiens dans l'Université.,1255.0,1255.0
2 octobre 1255,Les maîtres séculiers décident de dissoudre l'Université.,1255.0,1255.0
1256,Le pape exige que les séculiers reprennent leur enseignement aux cotés des Mendiants,1256.0,1256.0
10 juin 1256,Louis IX pose la première pierre de l'église abbatiale de Longchamp.,1256.0,1256.0
1256,Nouvelle discorde au sujet du livre de G. de Saint-Amour Des dangers du monde.,1256.0,1256.0
9 août 1257,"Guillaume de Saint-Amour, premier opposant aux Mendiants, est condamné et banni.",1257.0,1257.0
1er  septembre1257,Ouverture du collège de Robert de Sorbon [la Sorbonne].,,
1258,Les Frères de Sainte-Croix-de-la-Bretonnerie s'installent sur la rive droite.,1258.0,1258.0
12 février 1258,Jean de Chelles pose la première pierre du bras sud du transept de Notre-Dame.,1258.0,1258.0
2 mars 1258,Le pape autorise les religieux de Saint-Germain-des-Prés à porter des aumusses.,1258.0,1258.0
1259,Une épidémie sévit dans la ville.,1259.0,1259.0
Mai 1259,Fondation du couvent des Chartreux de Vauvert par le roi Louis IX.,1259.0,1259.0
4 décembre 1259,"Henry III, roi d'Angleterre, est à Paris pour prêter hommage au roi de France.",1259.0,1259.0
Début avril 1260,Le roi rassemble les prélats et la noblesse après l'invasion des Tartares en Terre sainte.,1260.0,1260.0
Juin 1260,Achèvement de la construction des Quinze-Vingts fondés par le roi Louis IX.,1260.0,1260.0
1261,Etienne Boileau est nommé prévôt de Paris par le roi.,1261.0,1261.0
1261,Deux chaires de théologie sont données à des Dominicains et une à un Franciscain.,1261.0,1261.0
1261,Fondation du collège pour les étudiants de Cluny.,1261.0,1261.0
Novembre 1261,Fondation du couvent des frères de la Pénitence [Sachets] près de St-André-des-Arts.,1261.0,1261.0
1263,Ébroïn de Valenciennes est élu prévôt des marchands.,1263.0,1263.0
1265,Siger de Brabant et les averroïstes prônent une séparation totale entre raison et foi.,1265.0,1265.0
Mars 1265,"Simon de Brion, légat papal, tente de mettre fin aux conflits internes de l'Université.",1265.0,1265.0
Juillet 1265,Le roi accorde aux Filles-Dieu de tirer de l'eau par conduit de la fontaine Saint-Lazare,1265.0,1265.0
17 mars 1266,Mort de l'architecte Pierre de Montereau [ou de Montreuil].,1266.0,1266.0
5 mars 1267,L'Université se met en grève pour protester contre une décision de l'officialité de Paris,1267.0,1267.0
Carême 1267,Le Franciscain Bonaventure dénonce violemment les thèses averroïstes.,1267.0,1267.0
6 juin 1267,Mort de l'évêque Renaud de Corbeil.,1267.0,1267.0
24 juin 1267,L'Université reprend les cours après la médiation du légat du pape.,1267.0,1267.0
7 octobre 1267,Étienne Tempier est évêque de Paris.,1267.0,1267.0
1268,Rédaction du Livre des métiers par Étienne Boileau.,1268.0,1268.0
1268,Thomas d'Aquin reprend son enseignement à Paris.,1268.0,1268.0
3 avril 1268,Confiscation de deux bateaux neufs arrivés à Paris sans compagnie hansée.,1268.0,1268.0
Novembre  1268,"Guillaume de Saône fonde le collège du Trésorier, rue de la Harpe.",1268.0,1268.0
Janvier 1269,Les usuriers italiens et cahorsins sont expulsés de Paris.,1269.0,1269.0
Juillet 1269,Gérard d'Abbeville ranime les querelles entre l'Université et les ordres mendiants.,1269.0,1269.0
Octobre 1269,Saint Louis exempte de tout péage ce qui est nécessaire à l'Hôtel-Dieu.,1269.0,1269.0
1270,Renaud Barbou succède à Étienne Boileau comme prévôt de Paris.,1270.0,1270.0
6 mai 1270,"Robert d'Artois achète une maison près de la porte Saint-Denis, hors les murs.",1270.0,1270.0
Début sept. 1270,On apprend la mort du roi Louis IX  [le 25 août à Tunis].,1270.0,1270.0
10 décembre 1270,L'Université condamne sur treize points les positions averroïstes.,1270.0,1270.0
