evenement,startyear,endyear,commentaire
"Autorisé depuis 1322, le travail de nuit est à nouveau strictement interdit à Paris.",1395.00,1395.00,
"22 juin 1397 : Le prévôt de Paris interdit la pratique du jeu de paume tous les jours, sauf le dimanche « parce que plusieurs gens de métier et autres du petit peuple quittaient leur ouvrage et leur famille pendant les jours ouvrables, ce qui était fort préjudiciable pour le bon ordre public ». Encore une fois, les joueurs ne tiennent aucun compte de cet interdit et des parties ont lieu tous les jours, au grand désespoir des autorités municipales.",1397.00,1397.00,
Jean sans Peur entre dans Paris et fait rendre aux bourgeois leurs armes et leurs chaînes.,1405.00,1405.00,
Les inondations emportent le pont de Planches-Mibray,1406.00,1406.00,
"23 novembre 1407, Sortant de l'hôtel Barbette, le duc d'Orléans est assassiné devant l'actuel hôtel Amelot de Bisseuil. Cet évènement marque le début de la guerre civile entre Armagnacs et Bourguignons.",1407.00,1407.00,
"Hiver rigoureux et long du 10 novembre au 10 avril, l’un des plus froids du Moyen Âge. 66 jours de gelées à Paris. La Seine gèle. Le pont bâti du Petit-Châtelet, le pont Saint-Michel construits en bois ainsi que les maisons du Grand-Pont, sont emportés par les glaces charriées par une crue de la Seine en janvier 1407. Disette.",1407.00,1408.00,
30 juin : Orage épouvantable,1411.00,1411.00,
Révolte des Cabochiens.,1413.00,1413.00,
Étés généralement plus chauds. Vendanges précoces dès la fin août.,1417.00,1439.00,
"Perrinet-Leclerc introduit les Bourguignons dans Paris, par la porte de Buci, qui avaient fait alliance avec les Anglais. 18 000 personnes sont égorgées dans les jours suivants.",1418.00,1418.00,
Hiver rigoureux et long. Abondante chute de neige. Les loups à Paris.,1419.00,1420.00,
"Siège de Paris par Henri V d'Angleterre, qui entre dans Paris, le 1er décembre, ruiné, dévasté et désolé par la disette. La capitale restera 16 ans aux mains des Anglais ou de leurs alliés.",1420.00,1420.00,
Publication de la première étude de l'argot parisien de Chéreau.,1628.00,1628.00,
Hiver rigoureux et long amenant une famine atroce. On ne rencontre dans les rues que des gens expirant de froid et de faim.,1421.00,1421.00,
"21 octobre, Charles VI meurt à l'hôtel Saint-Paul.",1422.00,1422.00,
Inondation qui fera chuter le pont Notre-Dame deux ans plus tard,1426.00,1426.00,
Siège de Paris par Charles VII de France,1427.00,1427.00,
Épidémie de peste. La population chute à 100 000 habitants.,1428.00,1428.00,
Siège de Paris par Jeanne d'Arc,1429.00,1429.00,
"Le 16 décembre, Henri VI d'Angleterre est sacré et couronné roi de France à la Cathédrale Notre-Dame de Paris",1431.00,1431.00,
"Siège de Paris mené victorieusement par Ambroise de Loré, maréchal de Charles VII",1435.00,1435.00,
"Épidémie de peste qui emporte plus de 50 000 personnes en 6 mois, suivie d'une terrible famine.",1437.00,1438.00,
Le prévôt des marchands fait réparer l'aqueduc de Belleville,1457.00,1457.00,
"31 août, entrée du roi Louis XI de France dans la ville qui y séjourna longtemps après la bataille de Monthléry",1461.00,1461.00,
Siège de Paris par Philippe III de Bourgogne,1462.00,1462.00,
Siège de Paris lors de la guerre du Bien public,1465.00,1465.00,
Épidémie de peste,1466.00,1466.00,
Les chaleurs de l'été causèrent une maladie contagieuse qui tua tant de monde que Louis XI rendit une ordonnance portant que le droit de bourgeoisie serait accordé à quiconque viendrait s'établir dans Paris.,1467.00,1467.00,
19 décembre : Le connétable de Saint-Pol est décapité en place de Grève,1475.00,1475.00,
4 août : Le duc de Nemours est mis à mort.,1477.00,1477.00,
"Grand froid, le vin gèle en dehors des celliers. Pierre Grognet indique : « Mil quatre cent avecques quatre-vingtz, Lors ès celliers gellerent moult de vins ».",1480.00,1480.00,
"Famine. Pierre Grognet indique : « Mil quatre cent quatre-vingtz et puis ung, Gros et menus moururent en commun ».",1481.00,1481.00,
"Jean Langlois, prêtre, devenu calviniste, considéré comme hérétique est brûlé vif à la voirie.",1493.00,1493.00,
"Le pont Notre-Dame s'écroule avec toutes les maisons qu'il supporte, plusieurs personnes périssent noyés. Le prévôt des marchands et les échevins sont condamnés à une amende considérable pour avoir négligé l'entretien de ce pont.",1498.00,1498.00,
"Crue de la Seine qui fait s’effondrer le pont Notre-Dame. Le poète Pierre Grognet indique « Mil quatre cens quatre-vingtz dix et neuf, tomba le pont Notre-Dame de neuf. Ce cas advint en octobre treizième jour du matin viron l'heure neuvième ».",1499.00,1499.00,
Reconstruction du pont Notre-Dame en pierre de taille.,1500.00,1507.00,
"Edmond de La Fosse, un écolier hérétique, est brûlé vif  marché aux Pourceaux",1503.00,1503.00,
"Jusqu'au règne de François Ier, les matières fécales sont transportées chaque jour aux décharges publiques, placées hors des portes de la ville.",1515.00,1547.00,
15 avril 1521. Condamnation par la Sorbonne des théories de Luther.,1521.00,1521.00,
Une épidémie de peste ravage la population.,1522.00,1522.00,
Création par François Ier du Collège de France sous le nom de « Collège royal ».,1530.00,1530.00,
À partir de décembre 1531; nouvelle épidémie de peste. La ville est obligée d'acheter 6 arpents de terre dans la plaine de Grenelle pour ensevelir les morts.,1531.00,1532.00,
17-18 octobre 1534. Affaire des Placards. Les calvinistes placardent des textes de Calvin.,1534.00,1534.00,
Siège de Paris par Charles Quint,1536.00,1536.00,
"29 juillet 1538. Explosion de la tour de La Forge, réserve de poudre touchée par la foudre.",1538.00,1538.00,
Les environs de Paris sont infestés de brigands. François Ier fait marcher contre eux de véritables armées,1544.00,1544.00,
22 avril 1547. Arrivée à Paris via la Seine du premier train de bois de chauffage.,1547.00,1547.00,
30 août 1548. Inauguration du premier théâtre permanent à l'hôtel de Bourgogne.,1548.00,1548.00,
Juillet : Jacques Ier de Coucy est décapité en place de Grève.,1549.00,1549.00,
Introduction à Paris des sorbets glacés par des glaciers italiens.,1553.00,1553.00,
4-5 septembre 1557. Émeute des catholiques parisiens contre la Réforme.,1557.00,1557.00,
"30 juin 1569  : Les huguenots Philippe de Gastine, Richard de Gastine, son fils, et Nicolas Croquet, son gendre sont pendus et étranglés.",1569.00,1569.00,
23 au 24 août 1572 : Massacre de la Saint-Barthélemy ; 2 000 morts.,1572.00,1572.00,
25 octobre 1582 : Nicolas de Salcède est écartelé en place de Grève.,1574.00,1574.00,
La communauté des escrimeurs de Paris adopte le terme de maître d'armes.,1585.00,1585.00,
Création d'une chaire d'arabe au Collège de France.,1587.00,1587.00,
"« Journée des barricades », début de la Ligue à Paris",1588.00,1588.00,
Octobre : deuxième siège de Paris par Henri IV.,1589.00,1589.00,
mars-septembre : troisième siège de Paris par Henri IV; 100 000 morts.,1590.00,1590.00,
"3 janvier 1591 : « Journée des farines », tentative infructueuse d'Henri IV",1591.00,1591.00,
29 décembre 1594 : Jean Châtel est écartelé en place de Grève.,,,
27 septembre : Guy Éder de La Fontenelle est roué vif en place de Grève.,1600.00,1600.00,Paris compte 300 000 habitants
2 décembre : Julien et Marguerite de Ravalet sont décapités en place de Grève.,1603.00,1603.00,
Hiver glacial. La Seine gèle en janvier 1608.,1607.00,1608.00,
27 mai : François Ravaillac est écartelé en place de Grève.,1607.00,1612.00,"construction de l'Hôpital Saint-Louis-de la place Royale, actuelle place des Vosges"
"Hiver glacial. La Seine gèle du 1er au 30 janvier. Lors de la débâcle, le pont Saint-Michel est emporté et la ville est inondée. Aux environs de Paris, l’épaisseur de la couche de neige dépasse la taille d’un homme.",1615.00,1616.00,
"8 juillet : Léonora Galigaï, veuve de Concino Concini est décapitée puis brûlée en place de Grève.",1617.00,1617.00,
10 décembre : Jean Fontanier est brûlé avec ses écrits en place de Grève.,1621.00,1621.00,
"Commencement de nouvelles fortifications qui suivait à peu-près la ligne des boulevards actuels et qui étaient formés de bastions, de courtines plantées d'arbres et de fossés.",1626.00,1626.00,
"27 juin : François de Montmorency-Bouteville et François de Rosmadec, comte de Chapelles sont décapités en place de Grève.",1627.00,1627.00,
18 août : visite de la reine Victoria du Royaume-Uni.,1855.00,1855.00,
30 mai : Premier numéro du périodique parisien La Gazette de France.,1630.00,1630.00,achèvement de l'Hôtel de Sully dans le Marais
10 mai : Louis de Marillac est décapité en place de Grève.,1632.00,1632.00,
13 mars : Première séance de l'Académie française.,1633.00,1633.00,achèvement de l'église Saint-Eustache
Disette et peste,1636.00,1636.00,
"Disette et peste, de nouveau.",1638.00,1638.00,
Ouverture et fermeture du premier point de vente de café à Paris. Il faut attendre encore vingt ans pour voir le café s'imposer à Paris.,1642.00,1642.00,Construction de l'Hôtel Lambert par Le Vau
27 août : Journée des barricades; Plus de 1 200 barricades à Paris pour protester contre « les abus de l'État ». Les émeutiers obtiennent la libération de plusieurs centaines de prisonniers.,1648.00,1648.00,
"Siège de Paris durant la Fronde, mené par le Grand Condé contre son frère Armand de Bourbon-Conti",1649.00,1649.00,
"Vers 1650, sous le règne de Louis XIV, Paris a environ 500 000 habitants et compte 500 grandes rues, 9 faubourgs, 100 places, 9 ponts, 25 000 maisons dont 4 000 à porte cochère.",1650.00,1650.00,
15 mai : première course de chevaux moderne organisée à Paris. Deux cavaliers s’affrontent sur un parcours dans le Bois de Boulogne. L’arrivée est jugée au château de Madrid en présence du jeune Louis XIV.,1651.00,1651.00,
2 juillet : Bataille du faubourg Saint-Antoine entre l'armée royale commandée par Turenne et les troupes de la Fronde commandée par Condé.,1652.00,1652.00,
"27 février : La plus grande crue de la Seine avec 8,96 m à l'échelle d'Austerlitz.",1658.00,1658.00,
construction de la nouvelle enceinte Louis XIII,1617.00,1676.00,
"29 décembre : Jacques Chausson et son complice Jacques Paulmier, dit Fabri sont brûlés vifs en place de Grève.",,,
1er septembre : Claude Le Petit est étranglé puis brûlé en place de Grève.,1662.00,1662.00,
Achèvement des bâtiments de l'abbaye du Val-de-Grâce.,1667.00,1667.00,
5 août : François Sarrazin a son poing coupé puis est brûlé vif en place de Grève.,1670.00,1670.00,
Inauguration de la Porte Saint Denis.,1672.00,1672.00,
Octobre : Premiers pensionnaires hébergés à l'hôtel des Invalides.,1674.00,1674.00,
"17 juillet : Marie Madeleine Dreux d'Aubray, marquise de Brinvilliers est décapitée en place de Grève.",1676.00,1676.00,
"22 février : Catherine Deshayes, dite la Voisin est brûlée vive en place de Grève.",1680.00,1680.00,
"Ouverture du café Procope, plus vieux café de Paris.",1685.00,1685.00,Construction de la Place des Victoires
Grande famine,1693.00,1694.00,
Nouvelle disette,1699.00,1700.00,
"Paris compte 20 quartiers, 14 faubourgs et 2 villages.",1702.00,1702.00,
"Grande famine avec environ 1,4 million de morts en France. Paris est approvisionné pour la première fois le 5 avril. Dégel en avril.",1708.00,1709.00,
7 mai au 20 juin : visite du tsar Pierre Ier de Russie qui loge à l'hôtel de Lesdiguières et rencontre le Régent ainsi que le jeune Louis XV.,1717.00,1717.00,
"Vers 1720, sous le règne de Louis XV, les noms des rues sont indiqués sur des écriteaux et on commence à numéroter les maisons. On substitue à l'éclairage par des chandelles l'éclairage par des réverbères à huile. Le guet qui compte 180 archers et 850 fantassins est réformé.",1720.00,1720.00,
28 novembre 1721 : Louis Dominique Cartouche est roué vif en place de Grève.,1721.00,1721.00,
"Paris s'accroit de près de 4 000 arpents. Le bourg du Roule est érigé en faubourg, le quartier Gaillon commence à être construit.",1722.00,1722.00,
"Hiver glacial. 75 jours de gelées à Paris, dont 22 consécutifs. La Seine gèle sur 40 cm de profondeur. Froid d’octobre à mars.",1739.00,1740.00,
"26 décembre : La troisième crue plus grande de la Seine, avec 8,05 m.",1740.00,1740.00,
"Edmond Jean François Barbier indique pour le mois de janvier : « D’un côté, la plaine de Grenelle et tout le canton des Invalides, le grand chemin de Chaillot, le Cours et les Champs-Elysées, tout est couvert d’eau. Elle vient même par la porte Saint-Honoré jusqu’à la place Vendôme. Le quai du Louvre, le quai des Orfèvres, le quai de la Ferraille, le quai des Augustins, la rue Fromentau jusqu’à la place du Palais-Royal, tout est en eau. Le côté de Bercy, de la Râpée, de l’Hôpital Général, de la porte et quai Saint-Dernard, c’est une pleine mer. La place Maubert, la rue de Bièvre, la rue Perdue, la rue Galande, la rue des Rats et la rue du Fouarre, c’est pleine rivière. Toutes les boutiques sont fermées ; de tous les côtés on est réfugié au premier étage, et c’est un concours de bateaux, comme en été, au passage des Quatre-Nations (l’Institut). La place de Grève est remplie d’eau, la rivière y tombe par-dessus le parapet… Dans les rues de Paris où il y a des égouts, l’eau de la rivière y gonfle, se répand dans la rue et il faut y passer dans des bateaux ou sur des planches. La rue de Seine, faubourg Saint-Germain, est remplie d’eau qui entre des deux côtés dans les maisons… On ne passe que sur le Pont-Royal et sur le Pont-Neuf… On a vu dans la place Maubert porter le Bon Dieu dans un bateau… Il y eut quelques maisons détruites et renversée par les eaux, entre autres une, rue Saint-Dominique vis-à-vis le couvent de Belle-Chasse, appartenant à M. le duc de Saint-Simon ; il y en avait une partie vieille et l’autre rebâtie à neuf. La partie vieille a résisté… Il y a des ordres pour visiter les fondemens quand la rivière sera retirée et le dommage sera considérable… »",1741.00,1741.00,
