commentaire,date,endDate,evenement,startDate
,,1383.0,Été 1383 : Canicule.,1383.0
,,1386.0,Dernier duel judiciaire entre Jean de Carrouges et Jacques Le Gris (en) à Saint Martin des Champs,1386.0
,,1389.0,"20 juin, Couronnement et entrée à Paris de la reine Isabeau de Bavière",1389.0
,,1392.0,"Le 13 juin, le connétable Olivier de Clisson est assassiné par Pierre de Craon à l'entrée de la rue Culture-Sainte-Catherine. Grièvement blessé, il survivra.",1392.0
,,1395.0,"Autorisé depuis 1322, le travail de nuit est à nouveau strictement interdit à Paris.",1395.0
,,1397.0,"22 juin 1397 : Le prévôt de Paris interdit la pratique du jeu de paume tous les jours, sauf le dimanche « parce que plusieurs gens de métier et autres du petit peuple quittaient leur ouvrage et leur famille pendant les jours ouvrables, ce qui était fort préjudiciable pour le bon ordre public ». Encore une fois, les joueurs ne tiennent aucun compte de cet interdit et des parties ont lieu tous les jours, au grand désespoir des autorités municipales.",1397.0
,,1405.0,Jean sans Peur entre dans Paris et fait rendre aux bourgeois leurs armes et leurs chaînes.,1405.0
,,1406.0,Les inondations emportent le pont de Planches-Mibray,1406.0
,,1407.0,"23 novembre 1407, Sortant de l'hôtel Barbette, le duc d'Orléans est assassiné devant l'actuel hôtel Amelot de Bisseuil. Cet évènement marque le début de la guerre civile entre Armagnacs et Bourguignons.",1407.0
,,1408.0,"Hiver rigoureux et long du 10 novembre au 10 avril, l’un des plus froids du Moyen Âge. 66 jours de gelées à Paris. La Seine gèle. Le pont bâti du Petit-Châtelet, le pont Saint-Michel construits en bois ainsi que les maisons du Grand-Pont, sont emportés par les glaces charriées par une crue de la Seine en janvier 1407. Disette.",1407.0
,,1411.0,30 juin : Orage épouvantable,1411.0
,,1413.0,Révolte des Cabochiens.,1413.0
,,1439.0,Étés généralement plus chauds. Vendanges précoces dès la fin août.,1417.0
,,1418.0,"Perrinet-Leclerc introduit les Bourguignons dans Paris, par la porte de Buci, qui avaient fait alliance avec les Anglais. 18 000 personnes sont égorgées dans les jours suivants.",1418.0
,,1420.0,Hiver rigoureux et long. Abondante chute de neige. Les loups à Paris.,1419.0
,,1420.0,"Siège de Paris par Henri V d'Angleterre, qui entre dans Paris, le 1er décembre, ruiné, dévasté et désolé par la disette. La capitale restera 16 ans aux mains des Anglais ou de leurs alliés.",1420.0
,,1421.0,Hiver rigoureux et long amenant une famine atroce. On ne rencontre dans les rues que des gens expirant de froid et de faim.,1421.0
,,1422.0,"21 octobre, Charles VI meurt à l'hôtel Saint-Paul.",1422.0
,,1426.0,Inondation qui fera chuter le pont Notre-Dame deux ans plus tard,1426.0
,,1427.0,Siège de Paris par Charles VII de France,1427.0
,,1428.0,Épidémie de peste. La population chute à 100 000 habitants.,1428.0
,,1429.0,Siège de Paris par Jeanne d'Arc,1429.0
,,1431.0,"Le 16 décembre, Henri VI d'Angleterre est sacré et couronné roi de France à la Cathédrale Notre-Dame de Paris",1431.0
,,1435.0,"Siège de Paris mené victorieusement par Ambroise de Loré, maréchal de Charles VII",1435.0
,,1438.0,"Épidémie de peste qui emporte plus de 50 000 personnes en 6 mois, suivie d'une terrible famine.",1437.0
,,1457.0,Le prévôt des marchands fait réparer l'aqueduc de Belleville,1457.0
,,1461.0,"31 août, entrée du roi Louis XI de France dans la ville qui y séjourna longtemps après la bataille de Monthléry",1461.0
,,1462.0,Siège de Paris par Philippe III de Bourgogne,1462.0
,,1465.0,Siège de Paris lors de la guerre du Bien public,1465.0
,,1466.0,Épidémie de peste,1466.0
,,1467.0,Les chaleurs de l'été causèrent une maladie contagieuse qui tua tant de monde que Louis XI rendit une ordonnance portant que le droit de bourgeoisie serait accordé à quiconque viendrait s'établir dans Paris.,1467.0
,,1475.0,19 décembre : Le connétable de Saint-Pol est décapité en place de Grève,1475.0
,,1477.0,4 août : Le duc de Nemours est mis à mort.,1477.0
,,1480.0,"Grand froid, le vin gèle en dehors des celliers. Pierre Grognet indique : « Mil quatre cent avecques quatre-vingtz, Lors ès celliers gellerent moult de vins ».",1480.0
,,1481.0,"Famine. Pierre Grognet indique : « Mil quatre cent quatre-vingtz et puis ung, Gros et menus moururent en commun ».",1481.0
,,1493.0,"Jean Langlois, prêtre, devenu calviniste, considéré comme hérétique est brûlé vif à la voirie.",1493.0
,,1498.0,"Le pont Notre-Dame s'écroule avec toutes les maisons qu'il supporte, plusieurs personnes périssent noyés. Le prévôt des marchands et les échevins sont condamnés à une amende considérable pour avoir négligé l'entretien de ce pont.",1498.0
,,1499.0,"Crue de la Seine qui fait s’effondrer le pont Notre-Dame. Le poète Pierre Grognet indique « Mil quatre cens quatre-vingtz dix et neuf, tomba le pont Notre-Dame de neuf. Ce cas advint en octobre treizième jour du matin viron l'heure neuvième ».",1499.0
,,1507.0,Reconstruction du pont Notre-Dame en pierre de taille.,1500.0
,,1503.0,"Edmond de La Fosse, un écolier hérétique, est brûlé vif  marché aux Pourceaux",1503.0
,,1547.0,"Jusqu'au règne de François Ier, les matières fécales sont transportées chaque jour aux décharges publiques, placées hors des portes de la ville.",1515.0
,,1521.0,15 avril 1521. Condamnation par la Sorbonne des théories de Luther.,1521.0
,,1522.0,Une épidémie de peste ravage la population.,1522.0
,,1530.0,Création par François Ier du Collège de France sous le nom de « Collège royal ».,1530.0
,,1532.0,À partir de décembre 1531; nouvelle épidémie de peste. La ville est obligée d'acheter 6 arpents de terre dans la plaine de Grenelle pour ensevelir les morts.,1531.0
,,1534.0,17-18 octobre 1534. Affaire des Placards. Les calvinistes placardent des textes de Calvin.,1534.0
,,1536.0,Siège de Paris par Charles Quint,1536.0
,,1538.0,"29 juillet 1538. Explosion de la tour de La Forge, réserve de poudre touchée par la foudre.",1538.0
,,1544.0,Les environs de Paris sont infestés de brigands. François Ier fait marcher contre eux de véritables armées,1544.0
,,1547.0,22 avril 1547. Arrivée à Paris via la Seine du premier train de bois de chauffage.,1547.0
,,1548.0,30 août 1548. Inauguration du premier théâtre permanent à l'hôtel de Bourgogne.,1548.0
,,1549.0,Juillet : Jacques Ier de Coucy est décapité en place de Grève.,1549.0
,,1553.0,Introduction à Paris des sorbets glacés par des glaciers italiens.,1553.0
,,1557.0,4-5 septembre 1557. Émeute des catholiques parisiens contre la Réforme.,1557.0
,,1569.0,"30 juin 1569  : Les huguenots Philippe de Gastine, Richard de Gastine, son fils, et Nicolas Croquet, son gendre sont pendus et étranglés.",1569.0
,,1572.0,23 au 24 août 1572 : Massacre de la Saint-Barthélemy ; 2 000 morts.,1572.0
,,1574.0,25 octobre 1582 : Nicolas de Salcède est écartelé en place de Grève.,1574.0
,,1585.0,La communauté des escrimeurs de Paris adopte le terme de maître d'armes.,1585.0
,,1587.0,Création d'une chaire d'arabe au Collège de France.,1587.0
,,1588.0,"« Journée des barricades », début de la Ligue à Paris",1588.0
,,1589.0,Octobre : deuxième siège de Paris par Henri IV.,1589.0
,,1590.0,mars-septembre : troisième siège de Paris par Henri IV; 100 000 morts.,1590.0
,,1591.0,"3 janvier 1591 : « Journée des farines », tentative infructueuse d'Henri IV",1591.0
,,,29 décembre 1594 : Jean Châtel est écartelé en place de Grève.,
Paris compte 300 000 habitants,,1600.0,27 septembre : Guy Éder de La Fontenelle est roué vif en place de Grève.,1600.0
,,1603.0,2 décembre : Julien et Marguerite de Ravalet sont décapités en place de Grève.,1603.0
,,1608.0,Hiver glacial. La Seine gèle en janvier 1608.,1607.0
"construction de l'Hôpital Saint-Louis-de la place Royale, actuelle place des Vosges",,1612.0,27 mai : François Ravaillac est écartelé en place de Grève.,1607.0
,,1616.0,"Hiver glacial. La Seine gèle du 1er au 30 janvier. Lors de la débâcle, le pont Saint-Michel est emporté et la ville est inondée. Aux environs de Paris, l’épaisseur de la couche de neige dépasse la taille d’un homme.",1615.0
,,1617.0,"8 juillet : Léonora Galigaï, veuve de Concino Concini est décapitée puis brûlée en place de Grève.",1617.0
,,1621.0,10 décembre : Jean Fontanier est brûlé avec ses écrits en place de Grève.,1621.0
,,1626.0,"Commencement de nouvelles fortifications qui suivait à peu-près la ligne des boulevards actuels et qui étaient formés de bastions, de courtines plantées d'arbres et de fossés.",1626.0
,,1627.0,"27 juin : François de Montmorency-Bouteville et François de Rosmadec, comte de Chapelles sont décapités en place de Grève.",1627.0
,,1628.0,Publication de la première étude de l'argot parisien de Chéreau.,1628.0
achèvement de l'Hôtel de Sully dans le Marais,,1630.0,30 mai : Premier numéro du périodique parisien La Gazette de France.,1630.0
,,1632.0,10 mai : Louis de Marillac est décapité en place de Grève.,1632.0
achèvement de l'église Saint-Eustache,,1633.0,13 mars : Première séance de l'Académie française.,1633.0
,,1636.0,Disette et peste,1636.0
,,1638.0,"Disette et peste, de nouveau.",1638.0
Construction de l'Hôtel Lambert par Le Vau,,1642.0,Ouverture et fermeture du premier point de vente de café à Paris. Il faut attendre encore vingt ans pour voir le café s'imposer à Paris.,1642.0
,,1648.0,27 août : Journée des barricades; Plus de 1 200 barricades à Paris pour protester contre « les abus de l'État ». Les émeutiers obtiennent la libération de plusieurs centaines de prisonniers.,1648.0
,,1649.0,"Siège de Paris durant la Fronde, mené par le Grand Condé contre son frère Armand de Bourbon-Conti",1649.0
,,1650.0,"Vers 1650, sous le règne de Louis XIV, Paris a environ 500 000 habitants et compte 500 grandes rues, 9 faubourgs, 100 places, 9 ponts, 25 000 maisons dont 4 000 à porte cochère.",1650.0
,,1651.0,15 mai : première course de chevaux moderne organisée à Paris. Deux cavaliers s’affrontent sur un parcours dans le Bois de Boulogne. L’arrivée est jugée au château de Madrid en présence du jeune Louis XIV.,1651.0
,,1652.0,2 juillet : Bataille du faubourg Saint-Antoine entre l'armée royale commandée par Turenne et les troupes de la Fronde commandée par Condé.,1652.0
,,1658.0,"27 février : La plus grande crue de la Seine avec 8,96 m à l'échelle d'Austerlitz.",1658.0
,,1676.0,construction de la nouvelle enceinte Louis XIII,1617.0
,,,"29 décembre : Jacques Chausson et son complice Jacques Paulmier, dit Fabri sont brûlés vifs en place de Grève.",
,,1662.0,1er septembre : Claude Le Petit est étranglé puis brûlé en place de Grève.,1662.0
,,1667.0,Achèvement des bâtiments de l'abbaye du Val-de-Grâce.,1667.0
,,1670.0,5 août : François Sarrazin a son poing coupé puis est brûlé vif en place de Grève.,1670.0
,,1672.0,Inauguration de la Porte Saint Denis.,1672.0
,,1674.0,Octobre : Premiers pensionnaires hébergés à l'hôtel des Invalides.,1674.0
,,1676.0,"17 juillet : Marie Madeleine Dreux d'Aubray, marquise de Brinvilliers est décapitée en place de Grève.",1676.0
,,1680.0,"22 février : Catherine Deshayes, dite la Voisin est brûlée vive en place de Grève.",1680.0
Construction de la Place des Victoires,,1685.0,"Ouverture du café Procope, plus vieux café de Paris.",1685.0
,,1694.0,Grande famine,1693.0
,,1700.0,Nouvelle disette,1699.0
,,1702.0,"Paris compte 20 quartiers, 14 faubourgs et 2 villages.",1702.0
,,1709.0,"Grande famine avec environ 1,4 million de morts en France. Paris est approvisionné pour la première fois le 5 avril. Dégel en avril.",1708.0
,,1717.0,7 mai au 20 juin : visite du tsar Pierre Ier de Russie qui loge à l'hôtel de Lesdiguières et rencontre le Régent ainsi que le jeune Louis XV.,1717.0
,,1720.0,"Vers 1720, sous le règne de Louis XV, les noms des rues sont indiqués sur des écriteaux et on commence à numéroter les maisons. On substitue à l'éclairage par des chandelles l'éclairage par des réverbères à huile. Le guet qui compte 180 archers et 850 fantassins est réformé.",1720.0
,,1721.0,28 novembre 1721 : Louis Dominique Cartouche est roué vif en place de Grève.,1721.0
,,1722.0,"Paris s'accroit de près de 4 000 arpents. Le bourg du Roule est érigé en faubourg, le quartier Gaillon commence à être construit.",1722.0
,,1740.0,"Hiver glacial. 75 jours de gelées à Paris, dont 22 consécutifs. La Seine gèle sur 40 cm de profondeur. Froid d’octobre à mars.",1739.0
,,1740.0,"26 décembre : La troisième crue plus grande de la Seine, avec 8,05 m.",1740.0
,,1741.0,"Edmond Jean François Barbier indique pour le mois de janvier : « D’un côté, la plaine de Grenelle et tout le canton des Invalides, le grand chemin de Chaillot, le Cours et les Champs-Elysées, tout est couvert d’eau. Elle vient même par la porte Saint-Honoré jusqu’à la place Vendôme. Le quai du Louvre, le quai des Orfèvres, le quai de la Ferraille, le quai des Augustins, la rue Fromentau jusqu’à la place du Palais-Royal, tout est en eau. Le côté de Bercy, de la Râpée, de l’Hôpital Général, de la porte et quai Saint-Dernard, c’est une pleine mer. La place Maubert, la rue de Bièvre, la rue Perdue, la rue Galande, la rue des Rats et la rue du Fouarre, c’est pleine rivière. Toutes les boutiques sont fermées ; de tous les côtés on est réfugié au premier étage, et c’est un concours de bateaux, comme en été, au passage des Quatre-Nations (l’Institut). La place de Grève est remplie d’eau, la rivière y tombe par-dessus le parapet… Dans les rues de Paris où il y a des égouts, l’eau de la rivière y gonfle, se répand dans la rue et il faut y passer dans des bateaux ou sur des planches. La rue de Seine, faubourg Saint-Germain, est remplie d’eau qui entre des deux côtés dans les maisons… On ne passe que sur le Pont-Royal et sur le Pont-Neuf… On a vu dans la place Maubert porter le Bon Dieu dans un bateau… Il y eut quelques maisons détruites et renversée par les eaux, entre autres une, rue Saint-Dominique vis-à-vis le couvent de Belle-Chasse, appartenant à M. le duc de Saint-Simon ; il y en avait une partie vieille et l’autre rebâtie à neuf. La partie vieille a résisté… Il y a des ordres pour visiter les fondemens quand la rivière sera retirée et le dommage sera considérable… »",1741.0
